eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT
2B350.d.1           ,US_ECCN_2B350D1,EN,1/1/1980,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.1. Alloys with more than 25% nickel and 20% chromium by weight;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.2           ,US_ECCN_2B350D2,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.2. Nickel or alloys with more than 40% nickel by weight;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.3           ,US_ECCN_2B350D3,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.3. Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight);",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.4           ,US_ECCN_2B350D4,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.4. Glass (including vitrified or enameled coatings or glass lining);",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.5           ,US_ECCN_2B350D5,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.5. Tantalum or tantalum alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.6           ,US_ECCN_2B350D6,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.6. Titanium or titanium alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.7           ,US_ECCN_2B350D7,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.7. Zirconium or zirconium alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.8           ,US_ECCN_2B350D8,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.8. Niobium (columbium) or niobium alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.9           ,US_ECCN_2B350D9,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.9. Graphite or carbon-graphite;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.10          ,US_ECCN_2B350D10,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.10. Silicon carbide; or",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.d.11          ,US_ECCN_2B350D11,EN,9/9/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"d. Heat exchangers or condensers with a heat transfer surface area of less than 20 m\2\, but greater than 0.15 m\2\, and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  d.11. Titanium carbide.",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.1           ,US_ECCN_2B350E1,EN,1/1/1980,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  Alloys with more than 25% nickel and 20% chromium by weight;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.2           ,US_ECCN_2B350E2,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.2. Nickel or alloys with more than 40% nickel by weight;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.3           ,US_ECCN_2B350E3,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.3. Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight);",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.4           ,US_ECCN_2B350E4,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.4. Glass (including vitrified or enameled coatings or glass lining);",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.5           ,US_ECCN_2B350E5,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.5. Tantalum or tantalum alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.6           ,US_ECCN_2B350E6,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.6. Titanium or titanium alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.7           ,US_ECCN_2B350E7,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.7. Zirconium or zirconium alloys;",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.8           ,US_ECCN_2B350E8,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:    e.8. Niobium (columbium) or niobium alloys; or",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.e.9           ,US_ECCN_2B350E9,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"e. Distillation or absorption columns of internal diameter greater than 0.1 m, and liquid distributors, vapor distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  e.9. Graphite or carbon-graphite.",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.f.1           ,US_ECCN_2B350F1,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,f. Remotely operated filling equipment in which all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  f.1. Alloys with more than 25% nickel and 20% chromium by weight; or,US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.f.2           ,US_ECCN_2B350F2,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,f. Remotely operated filling equipment in which all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:  f.2. Nickel or alloys with more than 40% nickel by weight.,US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.   Note: See Categories V and XIV of the United States Munitions List for all chemicals that are ""subject to the ITAR'' (see 22 CFR parts 120 through 130).",
2B350.g             ,US_ECCN_2B350G,EN,1/1/1980,4/3/2018,US_ECCN_2B350,1/1/2050,"g. Valves, as follows:  g.1. Valves having both of the following characteristics: g.1.a. A nominal size greater than 1.0 cm (\3/8\ in.); and g.1.b. All surfaces that come in direct contact with the chemical(s) being produced, processed, or contained are made from materials identified in Technical Note 1 to 2B350.g.",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.  Note:  See Categories V and XIV of the United States Munitions List for all chemicals that are subject to the ITAR (see 22 CFR parts 120 through 130).",
2B350.g.1           ,US_ECCN_2B350G1,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"See 2B350.g  g.1. Valves having both of the following characteristics: g.1.a. A nominal size greater than 1.0 cm (3/8 in.); and g.1.b. All surfaces that come in direct contact with the chemical(s) being produced, processed, or contained are made from materials identified in Technical Note 1 to 2B350.g.",US,n/a,"Technical Note 1: Carbon-graphite is a composition consisting primarily of graphite and amorphous carbon, in which the graphite is 8 percent or more by weight of the composition.  Technical Note 2: For the items listed in 2B350, the term 'alloy,' when not accompanied by a specific elemental concentration, is understood as identifying those alloys where the identified metal is present in a higher percentage by weight than any other element.  Technical Note 3: The materials used for gaskets, packing, seals, screws or washers, or other materials performing a sealing function, do not determine the control status of the items in this ECCN, provided that such components are designed to be interchangeable.  Note:  See Categories V and XIV of the United States Munitions List for all chemicals that are subject to the ITAR (see 22 CFR parts 120 through 130).",
2B350.g.2           ,US_ECCN_2B350G2,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"g.2. Valves, except for valves controlled by 2B350.g.1, having all of the following characteristics:  g.2.a. A nominal size equal to or greater than 2.54 cm (1 inch) and equal to or less than 10.16 cm (4 inches); g.2.b. Casings (valve bodies) or preformed casing liners controlled by 2B350.g.3, in which all surfaces that come in direct contact with the chemical(s) being produced,processed, or contained are made from materials identified in Technical Note 1 to 2B350.g; andg.2.c. A closure element designed to be interchangeable.",US,n/a,"Technical Note 1 to 2B350.g: All surfaces of the valves controlled by 2B350.g.1, and the casings (valve bodies) and preformed casing liners controlled by 2B350.g.3, that come in direct contact with the chemical(s) being produced, processed, or contained are made from the following materials:  a. Alloys with more than 25% nickel and 20% chromium by weight; b. Nickel or alloys with more than 40% nickel by weight; c. Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight); d. Glass (including vitrified or enameled coating or glass lining); e. Tantalum or tantalum alloys; f. Titanium or titanium alloys; g. Zirconium or zirconium alloys; h. Niobium (columbium) or niobium alloys; or i. Ceramic materials, as follows: i.1. Silicon carbide with a purity of 80% or more by weight; i.2. Aluminum oxide (alumina) with a purity of 99.9% or more by weight; or i.3. Zirconium oxide (zirconia).  Technical Note 2 to 2B350.g: The 'nominal size' is defined as the smaller of the inlet and outlet port diameters",
2B350.g.3           ,US_ECCN_2B350G3,EN,9/18/2008,4/3/2018,US_ECCN_2B350,1/1/2050,"g.3. Casings (valve bodies) and preformed casing liners having both of the following characteristics:  g.3.a. Designed for valves in 2B350.g.1 or .g.2; and g.3.b. All surfaces that come in direct contact with the chemical(s) being produced, processed, or contained are made from materials identified in Technical Note 1 to 2B350.g.",US,n/a,"Technical Note 1 to 2B350.g: All surfaces of the valves controlled by 2B350.g.1, and the casings (valve bodies) and preformed casing liners controlled by 2B350.g.3, that come in direct contact with the chemical(s) being produced, processed, or contained are made from the following materials:  a. Alloys with more than 25% nickel and 20% chromium by weight; b. Nickel or alloys with more than 40% nickel by weight; c. Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight); d. Glass (including vitrified or enameled coating or glass lining); e. Tantalum or tantalum alloys; f. Titanium or titanium alloys; g. Zirconium or zirconium alloys; h. Niobium (columbium) or niobium alloys; or i. Ceramic materials, as follows: i.1. Silicon carbide with a purity of 80% or more by weight; i.2. Aluminum oxide (alumina) with a purity of 99.9% or more by weight; or i.3. Zirconium oxide (zirconia).  Technical Note 2 to 2B350.g: The 'nominal size' is defined as the smaller of the inlet and outlet port diameters.",
2B350.g.4           ,US_ECCN_2B350G4,EN,9/18/2008,6/18/2015,US_ECCN_2B350,1/1/2050,"g. Valves with nominal sizes greater than 1.0 cm (\3/8\ in.), and casings (valve bodies) or preformed casing liners designed for such valves, in which all surfaces that come in direct contact with the ""chemical(s) being produced, processed, or contained"" are made from any of the following materials:  g.4.  ""Glass (including vitrified or enameled coating or glass lining)"";",US,n/a,"Technical Note 1 to 2B350.g: All surfaces of the valves controlled by 2B350.g.1, and the casings (valve bodies) and preformed casing liners controlled by 2B350.g.3, that come in direct contact with the chemical(s) being produced, processed, or contained are made from the following materials:  a. Alloys with more than 25% nickel and 20% chromium by weight; b. Nickel or alloys with more than 40% nickel by weight; c. Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight); d. Glass (including vitrified or enameled coating or glass lining); e. Tantalum or tantalum alloys; f. Titanium or titanium alloys; g. Zirconium or zirconium alloys; h. Niobium (columbium) or niobium alloys; or i. Ceramic materials, as follows: i.1. Silicon carbide with a purity of 80% or more by weight; i.2. Aluminum oxide (alumina) with a purity of 99.9% or more by weight; or i.3. Zirconium oxide (zirconia).  Technical Note 2 to 2B350.g: The 'nominal size' is defined as the smaller of the inlet and outlet port diameters",
2B350.g.9.a         ,US_ECCN_2B350G9A,EN,7/6/2009,6/18/2015,US_ECCN_2B350,1/1/2050,"g. Valves with nominal sizes greater than 1.0 cm (\3/8\ in.), and casings (valve bodies) or preformed casing liners designed for such valves, in which all surfaces that come in direct contact with the ""chemical(s) being produced, processed, or contained"" are made from any of the following materials:  g.9. Ceramic materials, as follows: g.9.a. Silicon carbide with a purity of 80% or more by weight;",US,n/a,"Technical Note 1 to 2B350.g: All surfaces of the valves controlled by 2B350.g.1, and the casings (valve bodies) and preformed casing liners controlled by 2B350.g.3, that come in direct contact with the chemical(s) being produced, processed, or contained are made from the following materials:  a. Alloys with more than 25% nickel and 20% chromium by weight; b. Nickel or alloys with more than 40% nickel by weight; c. Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight); d. Glass (including vitrified or enameled coating or glass lining); e. Tantalum or tantalum alloys; f. Titanium or titanium alloys; g. Zirconium or zirconium alloys; h. Niobium (columbium) or niobium alloys; or i. Ceramic materials, as follows: i.1. Silicon carbide with a purity of 80% or more by weight; i.2. Aluminum oxide (alumina) with a purity of 99.9% or more by weight; or i.3. Zirconium oxide (zirconia).  Technical Note 2 to 2B350.g: The 'nominal size' is defined as the smaller of the inlet and outlet port diameters",
