eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT,AT1,AT2,CB,CB1,CB2,CB3,CC,CC1,CC2,CC3,CW,EI,FC1,MT1,MT2,NP,NP1,NP2,NS1,NS2,RS,RS1,RS2,SI,SL,SS,UN,Z,AGR,APP,APR,AVS,BAG,CIV,ENC,GBS,GFT,GOV,KMI,LVS,RPL,STA,TMP,TSR,TSU
3D225               ,EU_ECCN_3D225,EN,1/1/1980,11/24/2020,EU_ECCN_3D,1/1/2050,&quot;Software&quot; specially designed to enhance or release the performance of frequency changers or generators to meet the characteristics of 3A225.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E                  ,EU_ECCN_3E,EN,1/1/1980,11/24/2020,EU_ECCN_3,1/1/2050,Technology,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+01,EU_ECCN_3E001,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,"&quot;Technology&quot; according to the General Technology Note for the &quot;development&quot; or &quot;production&quot; of equipment or materials specified in 3A, 3B or 3C;",EU,,"Note 1: 3E001 does not control &quot;technology&quot; for equipment or components specified in 3A003. Note 2: 3E001 does not control &quot;technology&quot; for integrated circuits specified in 3A001.a.3. to 3A001.a.12., having all of the following: a. Using &quot;technology&quot; at or above 0,130 µm; and b. Incorporating multi-layer structures with three or fewer metal layers. Note 3: 3E001 does not control 'Process Design Kits' ('PDKs') unless they include libraries implementing functions or technologies for items specified in 3A001. Technical Note: A 'Process Design Kit' ('PDK') is a software tool provided by a semiconductor manufacturer to ensure that the required design practices and rules are taken into account in order to successfully produce a specific integrated circuit design in a specific semiconductor process, in accordance with technological and manufacturing constraints (each semiconductor manufacturing process has its particular 'PDK').",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+02,EU_ECCN_3E002,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,"&quot;&quot;Technology&quot;&quot; according to the General Technology Note, other than that specified in 3E001,for the &quot;&quot;development&quot;&quot; or &quot;&quot;production&quot;&quot; of a &quot;&quot;microprocessor microcircuit&quot;&quot;, &quot;&quot;microcomputer microcircuit&quot;&quot; or microcontroller microcircuit core, having an arithmetic logic unit with an access width of 32 bits or more and any of the following features or characteristics:",EU,,"Note 1: 3E002 does not control &quot;technology&quot; for multimedia extensions. Note 2: 3E002 does not control &quot;technology&quot; for micro-processor cores, having all of the following: a. Using &quot;technology&quot; at or above 0,130 µm; and b. Incorporating multi-layer structures with five or fewer metal layers. Note 3: 3E002 includes &quot;&quot;technology&quot;&quot; for the &quot;&quot;development&quot;&quot; or &quot;&quot;production&quot;&quot; of digital signal processors and digital array processors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E002.a             ,EU_ECCN_3E002A,EN,1/1/1980,11/24/2020,EU_ECCN_3E002,1/1/2050,a. A 'vector processor unit' designed to perform more than two calculations on floating-point vectors (one-dimensional arrays of 32-bit or larger numbers) simultaneously;,EU,,"Technical Note: A 'vector processor unit' is a processor element with built-in instructions that perform multiple calculations on floating-point vectors (one-dimensional arrays of 32-bit or larger numbers) simultaneously, having at least one vector arithmetic logic unit and vector registers of at least 32 elements each.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E002.b             ,EU_ECCN_3E002B,EN,1/1/1980,11/24/2020,EU_ECCN_3E002,1/1/2050,b. Designed to perform more than four 64-bit or larger floating-point operation results per cycle; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E002.c             ,EU_ECCN_3E002C,EN,1/1/1980,11/24/2020,EU_ECCN_3E002,1/1/2050,"c. Designed to perform more than eight 16-bit 'fixed-point' multiply-accumulate results per cycle (e.g., digital manipulation of analogue information that has been previously converted into digital form, also known as digital &quot;signal processing&quot;).",EU,,"Technical Notes: 1. For the purpose of 3E002.a. and 3E002.b., 'floating-point' is defined by IEEE-754. 2. For the purpose of 3E002.c., 'fixed-point' refers to a fixed-width real number with both an integer component and a fractional component, and which does not include integer-only formats.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+03,EU_ECCN_3E003,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,Other ″technology″ for the ″development″ or ″production″ of the following -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.a             ,EU_ECCN_3E003A,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,a. Vacuum microelectronic devices;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.b             ,EU_ECCN_3E003B,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,"b. Hetero-structure semiconductor devices such as high electron mobility transistors (HEMT), hetero-bipolartransistors (HBT), quantum well and super lattice devices;",EU,,"Note - 3E003.b. does not control ?technology? for high electron mobility transistors (HEMT) operating at frequencies lower than 31,8 GHz and hetero-junction bipolar transistors (HBT) operating at frequencies lower than 31,8 GHz.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.c             ,EU_ECCN_3E003C,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,c. ″Superconductive″ electronic devices;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.d             ,EU_ECCN_3E003D,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,d. Substrates of films of diamond for electronic components.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.e             ,EU_ECCN_3E003E,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,e. Substrates of silicon-on-insulator (SOI) for integrated circuits in which the insulator is silicon dioxide;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.f             ,EU_ECCN_3E003F,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,f. Substrates of silicon carbide for electronic components;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3E003.g             ,EU_ECCN_3E003G,EN,1/1/1980,11/24/2020,EU_ECCN_3E003,1/1/2050,"g. 'Vacuum electronic devices' operating at frequencies of 31,8 GHz or higher.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+04,EU_ECCN_3E004,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,"&quot;Technology&quot; &quot;required&quot; for the slicing, grinding and polishing of 300 mm diameter silicon wafers to achieve a 'Site Front least sQuares Range' ('SFQR') less than or equal to 20 nm at any site of 26 mm x 8 mm on the front surface of the wafer and an edge exclusion less than or equal to 2 mm.",EU,,"Technical Note: For the purposes of 3E004 'SFQR' is the range of maximum deviation and minimum deviation from front reference plane, calculated by least square method with all front surface data including site boundary within a site.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+101,EU_ECCN_3E101,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,"″Technology″ according to the General Technology Note for the ″use″ of equipment or ″software″ specified in 3A001.a.1. or 2., 3A101, 3A102 or 3D101.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+102,EU_ECCN_3E102,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,″Technology″ according to the General Technology Note for the ″development″ of ″software″ specified in3D101.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+201,EU_ECCN_3E201,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,"&quot;Technology&quot; according to the General Technology Note for the &quot;use&quot; of equipment specified in 3A001.e.2., 3A001.e.3., 3A001.g., 3A201, 3A225 to 3A234.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.00E+225,EU_ECCN_3E225,EN,1/1/1980,11/24/2020,EU_ECCN_3E,1/1/2050,"&quot;Technology&quot;, in the form of codes or keys, to enhance or release the performance of frequency changers or generators to meet the characteristics of 3A225.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,EU_ECCN_4,EN,1/1/1980,11/24/2020,0,1/1/2050,CATEGORY 4 - COMPUTERS,EU,,"Note 1: Computers, related equipment and &quot;software&quot; performing telecommunications or &quot;local area network&quot; functions must also be evaluated against the performance characteristics of Category 5, Part 1 (Telecommunications). Note 2: Control units which directly interconnect the buses or channels of central processing units, 'main storage' or disk controllers are not regarded as telecommunications equipment described in Category 5, Part 1 (Telecommunications). N.B. For the control status of &quot;software&quot; specially designed for packet switching, see 5D001. Technical Note: 'Main storage' is the primary storage for data or instructions for rapid access by a central processing unit. It consists of the internal storage of a &quot;digital computer&quot; and any hierarchical extension thereto, such as cache storage or non-sequentially accessed extended storage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A                  ,EU_ECCN_4A,EN,1/1/1980,11/24/2020,EU_ECCN_4,1/1/2050,"Systems, Equipment and Components",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001               ,EU_ECCN_4A001,EN,1/1/1980,11/24/2020,EU_ECCN_4A,1/1/2050,"Electronic computers and related equipment, having any of the following and ″electronic assemblies″ and specially designed components therefor - ",EU,,N.B. -  SEE ALSO 4A101.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001.a             ,EU_ECCN_4A001A,EN,1/1/1980,11/24/2020,EU_ECCN_4A001,1/1/2050,a. Specially designed to have any of the following:,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001.a.1           ,EU_ECCN_4A001A1,EN,1/1/1980,11/24/2020,EU_ECCN_4A001A,1/1/2050,1. Rated for operation at an ambient temperature below 228 K (– 45 °C) or above 358 K (85 °C); or,EU,,"Note - 4A001.a.1. does not control computers specially designed for civil automobile, railway train or &quot;civil aircraft&quot; applications.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001.a.2           ,EU_ECCN_4A001A2,EN,1/1/1980,11/24/2020,EU_ECCN_4A001A,1/1/2050,2. Radiation hardened to exceed any of the following specifications -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001.a.2.a         ,EU_ECCN_4A001A2A,EN,1/1/1980,11/24/2020,EU_ECCN_4A001A2,1/1/2050,a. Total Dose 5 x 10^3 Gy (silicon);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001.a.2.b         ,EU_ECCN_4A001A2B,EN,1/1/1980,11/24/2020,EU_ECCN_4A001A2,1/1/2050,b. Dose Rate Upset 5 x 10^6 Gy (silicon)/s; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A001.a.2.c         ,EU_ECCN_4A001A2C,EN,1/1/1980,11/24/2020,EU_ECCN_4A001A2,1/1/2050,c. Single Event Upset 1 x 10^-8 Error/bit/day;,EU,,Note: 4A001.a.2. does not control computers specially designed for &quot;civil aircraft&quot; applications.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A003               ,EU_ECCN_4A003,EN,1/1/1980,11/24/2020,EU_ECCN_4A,1/1/2050,"&quot;Digital computers&quot;, &quot;electronic assemblies&quot;, and related equipment therefor, as follows and specially designed components therefor:",EU,,"Note 1: 4A003 includes the following: - 'Vector processors'; - Array processors; - Digital signal processors; - Logic processors; - Equipment designed for &quot;image enhancement&quot;. Note 2: The control status of the &quot;digital computers&quot; and related equipment described in 4A003 is determined by the control status of other equipment or systems provided: a. The &quot;digital computers&quot; or related equipment are essential for the operation of the other equipment or systems; b. The &quot;digital computers&quot; or related equipment are not a &quot;principal element&quot; of the other equipment or systems; and N.B. 1: The control status of &quot;signal processing&quot; or &quot;image enhancement&quot; equipment specially designed for other equipment with functions limited to those required for the other equipment is determined by the control status of the other equipment even if it exceeds the &quot;principal element&quot; criterion. N.B. 2: For the control status of &quot;digital computers&quot; or related equipment for telecommunications equipment, see Category 5, Part 1 c. The &quot;technology&quot; for the &quot;digital computers&quot; and related equipment is determined by 4E.(Telecommunications).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A003.b             ,EU_ECCN_4A003B,EN,1/1/1980,11/24/2020,EU_ECCN_4A003,1/1/2050,b. &quot;Digital computers&quot; having an &quot;Adjusted Peak Performance&quot; (&quot;APP&quot;) exceeding 29 Weighted TeraFLOPS (WT);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A003.c             ,EU_ECCN_4A003C,EN,1/1/1980,11/24/2020,EU_ECCN_4A003,1/1/2050,c. &quot;Electronic assemblies&quot; specially designed or modified for enhancing performance by aggregation of processors so that the &quot;APP&quot; of the aggregation exceeds the limit specified in 4A003.b.;,EU,,Note 1: 4A003.c. controls only &quot;electronic assemblies&quot; and programmable interconnections not exceeding the limit specified in 4A003.b. when shipped as unintegrated &quot;electronic assemblies&quot;. Note 2: 4A003.c. does not control &quot;electronic assemblies&quot; specially designed for a product or family of products whose maximum configuration does not exceed the limit specified in 4A003.b.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A003.g             ,EU_ECCN_4A003G,EN,1/1/1980,11/24/2020,EU_ECCN_4A003,1/1/2050,"g. Equipment specially designed for aggregating the performance of &quot;digital computers&quot; by providing external interconnections which allows communications at unidirectional data rates exceeding 2,0 Gbyte/s per link. ",EU,,"Note: 4A003.g. does not control internal interconnection equipment (e.g. backplanes, buses), passive interconnection equipment, &quot;network access controllers&quot; or &quot;communications channel controllers&quot;.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A004               ,EU_ECCN_4A004,EN,1/1/1980,11/24/2020,EU_ECCN_4A,1/1/2050,"Computers as follows and specially designed related equipment, &quot;electronic assemblies&quot; and components therefor:",EU,,"Technical Notes: 1. 'Systolic array computers' are computers where the flow and modification of the data is dynamically controllable at the logic gate level by the user. 2. 'Neural computers' are computational devices designed or modified to mimic the behaviour of a neuron or a collection of neurons, i.e., computational devices which are distinguished by their hardware capability to modulate the weights and numbers of the interconnections of a multiplicity of computational components based on previous data. 3. 'Optical computers' are computers designed or modified to use light to represent data and whose computational logic elements are based on directly coupled optical devices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A004.a             ,EU_ECCN_4A004A,EN,1/1/1980,11/24/2020,EU_ECCN_4A004,1/1/2050,a. ″Systolic array computers″;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A004.b             ,EU_ECCN_4A004B,EN,1/1/1980,11/24/2020,EU_ECCN_4A004,1/1/2050,b. ″Neural computers″;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A004.c             ,EU_ECCN_4A004C,EN,1/1/1980,11/24/2020,EU_ECCN_4A004,1/1/2050,c. ″Optical computers″.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A005               ,EU_ECCN_4A005,EN,1/1/1980,11/24/2020,EU_ECCN_4A,1/1/2050,"Systems, equipment, and components therefor, specially designed or modified for the generation, command and control, or delivery of &quot;intrusion software&quot;.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A101               ,EU_ECCN_4A101,EN,1/1/1980,11/24/2020,EU_ECCN_4A,1/1/2050,"Analogue computers, ″digital computers″ or digital differential analysers, other than those specified in4A001.a.1., which are ruggedized and designed or modified for use in space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4A102               ,EU_ECCN_4A102,EN,1/1/1980,11/24/2020,EU_ECCN_4A,1/1/2050,"″Hybrid computers″ specially designed for modelling, simulation or design integration of space launch vehicles specified in 9A004 or sounding rockets specified in 9A104.",EU,,Note - This control only applies when the equipment is supplied with ?software? specified in 7D103 or 9D103.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4B                  ,EU_ECCN_4B,EN,1/1/1980,11/24/2020,EU_ECCN_4,1/1/2050,"Test, Inspection and Production Equipment - None.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4C                  ,EU_ECCN_4C,EN,1/1/1980,11/24/2020,EU_ECCN_4,1/1/2050,Materials - None.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D                  ,EU_ECCN_4D,EN,1/1/1980,11/24/2020,EU_ECCN_4,1/1/2050,Software,EU,,Note: The control status of &quot;software&quot; for equipment described in other Categories is dealt with in the appropriate Category.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D001               ,EU_ECCN_4D001,EN,1/1/1980,11/24/2020,EU_ECCN_4D,1/1/2050,″Software″ as follows -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D001.a             ,EU_ECCN_4D001A,EN,1/1/1980,11/24/2020,EU_ECCN_4D001,1/1/2050,"a. &quot;Software&quot; specially designed or modified for the &quot;development&quot; or &quot;production&quot; of equipment or &quot;software&quot; specified in 4A001 to 4A004, or 4D.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D001.b             ,EU_ECCN_4D001B,EN,1/1/1980,11/24/2020,EU_ECCN_4D001,1/1/2050,"b. &quot;Software&quot;, other than that specified in 4D001.a., specially designed or modified for the &quot;development&quot; or &quot;production&quot; of equipment as follows:",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D001.b.1           ,EU_ECCN_4D001B1,EN,1/1/1980,11/24/2020,EU_ECCN_4D001B,1/1/2050,1. &quot;Digital computers&quot; having an &quot;Adjusted Peak Performance&quot; (&quot;APP&quot;) exceeding 15 Weighted TeraFLOPS (WT);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D001.b.2           ,EU_ECCN_4D001B2,EN,1/1/1980,11/24/2020,EU_ECCN_4D001B,1/1/2050,2. ″Electronic assemblies″ specially designed or modified for enhancing performance by aggregation of processors so that the ″APP″ of the aggregation exceeds the limit in 4D001.b.1.;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4D004               ,EU_ECCN_4D004,EN,1/1/1980,11/24/2020,EU_ECCN_4D,1/1/2050,"&quot;Software&quot; specially designed or modified for the generation, command and control, or delivery of &quot;intrusion software&quot;.",EU,,"Note: 4D004 does not control &quot;software&quot; specially designed and limited to provide &quot;software&quot; updates or upgrades meeting all the following: a. The update or upgrade operates only with the authorisation of the owner or administrator of the system receiving it; and b. After the update or upgrade, the &quot;software&quot; updated or upgraded is not any of the following: 1. &quot;Software&quot; specified in 4D004; or 2. &quot;Intrusion software&quot;.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E                  ,EU_ECCN_4E,EN,1/1/1980,11/24/2020,EU_ECCN_4,1/1/2050,Technology,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.00E+01,EU_ECCN_4E001,EN,1/1/1980,11/24/2020,EU_ECCN_4E,1/1/2050,,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E001.a             ,EU_ECCN_4E001A,EN,1/1/1980,11/24/2020,EU_ECCN_4E001,1/1/2050,"a. ″Technology″ according to the General Technology Note, for the ″development″, ″production″ or ″use″ of equipment or ″software″ specified in 4A or 4D.",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E001.b             ,EU_ECCN_4E001B,EN,1/1/1980,11/24/2020,EU_ECCN_4E001,1/1/2050,"b. &quot;Technology&quot;, according to the General Technology Note, other than that specified in 4E001.a., for the &quot;development&quot; or &quot;production&quot; of equipment as follows: ",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E001.b.1           ,EU_ECCN_4E001B1,EN,1/1/1980,11/24/2020,EU_ECCN_4E001B,1/1/2050,1. &quot;Digital computers&quot; having an &quot;Adjusted Peak Performance&quot; (&quot;APP&quot;) exceeding 15 Weighted TeraFLOPS (WT);,EU,,"TECHNICAL NOTE ON &quot;ADJUSTED PEAK PERFORMANCE&quot; (&quot;APP&quot;) &quot;APP&quot; is an adjusted peak rate at which &quot;digital computers&quot; perform 64-bit or larger floating point additions and multiplications. &quot;APP&quot; is expressed in Weighted TeraFLOPS (WT), in units of 1012 adjusted floating point operations per second Abbreviations used in this Technical Note n number of processors in the &quot;digital computer&quot; i processor number (i,...n) ti processor cycle time (ti = 1/Fi) Fi processor frequency Ri peak floating point calculating rate Wi architecture adjustment factor Outline of &quot;APP&quot; calculation method 1. For each processor i, determine the peak number of 64-bit or larger floating point operations, FPOi, performed per cycle for each processor in the &quot;digital computer&quot;. Note In determining FPO, include only 64-bit or larger floating point additions or multiplications. All floating point operations must be expressed in operations per processor cycle; operations requiring multiple cycles may be expressed in fractional results per cycle. For processors not capable of performing calculations on floating point operands of 64-bit or more, the effective calculating rate R is zero. 2. Calculate the floating point rate R for each processor Ri = FPOi/ti. 3. Calculate &quot;APP&quot; as &quot;APP&quot; = W1 x R1 + W2 x R2 + … + Wn x Rn. 4. For 'vector processors', Wi = 0,9. For non-'vector processors', Wi = 0,3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E001.b.2           ,EU_ECCN_4E001B2,EN,1/1/1980,11/24/2020,EU_ECCN_4E001B,1/1/2050,2. ″Electronic assemblies″ specially designed or modified for enhancing performance by aggregation of processors so that the ″APP″ of the aggregation exceeds the limit in 4E001.b.1.,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4E001.c             ,EU_ECCN_4E001C,EN,1/1/1980,11/24/2020,EU_ECCN_4E001,1/1/2050,c. &quot;Technology&quot; for the &quot;development&quot; of &quot;intrusion software&quot;.,EU,,Note 1: 4E001.a. and 4E001.c. do not control &quot;vulnerability disclosure&quot; or &quot;cyber incident response&quot;. Note 2: Note 1 does not diminish the rights of the competent authority of the EU Member State in which the exporter is established to ascertain compliance with 4E001.a. and 4E001.c.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,EU_ECCN_5,EN,1/1/1980,11/24/2020,0,1/1/2050,CATEGORY 5 - TELECOMMUNICATIONS AND ″INFORMATION SECURITY″,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A                  ,EU_ECCN_5A,EN,1/1/1980,11/24/2020,EU_ECCN_5,1/1/2050,"1 Systems, Equipment and Components",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001               ,EU_ECCN_5A001,EN,1/1/1980,11/24/2020,EU_ECCN_5A,1/1/2050,"Telecommunications systems, equipment, components and accessories as follows -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.a             ,EU_ECCN_5A001A,EN,1/1/1980,11/24/2020,EU_ECCN_5A001,1/1/2050,"a. Any type of telecommunications equipment having any of the following characteristics, functions or features:",EU,,"Note 1: 5A001.a.3. and 5A001.a.4. control only electronic equipment. Note 2: 5A001.a.2., 5A001.a.3. and 5A001.a.4. do not control equipment designed or modified for use on board satellites.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.a.1           ,EU_ECCN_5A001A1,EN,1/1/1980,11/24/2020,EU_ECCN_5A001A,1/1/2050,"1. Specially designed to withstand transitory electronic effects or electromagnetic pulse effects, both arising from a nuclear explosion;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.a.2           ,EU_ECCN_5A001A2,EN,1/1/1980,11/24/2020,EU_ECCN_5A001A,1/1/2050,"2. Specially hardened to withstand gamma, neutron or ion radiation;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.a.3           ,EU_ECCN_5A001A3,EN,1/1/1980,11/24/2020,EU_ECCN_5A001A,1/1/2050,3. Specially designed to operate below 218 K (-55°C); or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.a.4           ,EU_ECCN_5A001A4,EN,1/1/1980,11/24/2020,EU_ECCN_5A001A,1/1/2050,4. Specially designed to operate above 397 K (124°C);,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.b             ,EU_ECCN_5A001B,EN,1/1/1980,11/24/2020,EU_ECCN_5A001,1/1/2050,"b. Telecommunication systems and equipment, and specially designed components and accessories therefor, having any of the following characteristics, functions or features -",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.b.1           ,EU_ECCN_5A001B1,EN,1/1/1980,11/24/2020,EU_ECCN_5A001B,1/1/2050,1. Being underwater untethered communications systems having any of the following -,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.b.1.a         ,EU_ECCN_5A001B1A,EN,1/1/1980,11/24/2020,EU_ECCN_5A001B1,1/1/2050,a. An acoustic carrier frequency outside the range from 20 kHz to 60 kHz;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.b.1.b         ,EU_ECCN_5A001B1B,EN,1/1/1980,11/24/2020,EU_ECCN_5A001B1,1/1/2050,b. Using an electromagnetic carrier frequency below 30 kHz;,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.b.1.c         ,EU_ECCN_5A001B1C,EN,1/1/1980,11/24/2020,EU_ECCN_5A001B1,1/1/2050,c. Using electronic beam steering techniques; or,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5A001.b.1.d         ,EU_ECCN_5A001B1D,EN,1/1/1980,11/24/2020,EU_ECCN_5A001B1,1/1/2050,"d. Using ″lasers″ or light-emitting diodes (LEDs) with an output wavelength greater than 400 nm and less than 700 nm, in a ″local area network″;",EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
